GeneID_mouse	GeneSymbol_mouse	GeneID_human	GeneSymbol_human
ENSMUSG00000041135	Ripk2	ENSG00000104312	RIPK2
ENSMUSG00000002015	Bcap31	ENSG00000185825	BCAP31
ENSMUSG00000045098	Kmt5b	ENSG00000110066	KMT5B
ENSMUSG00000002949	Timm44	ENSG00000104980	TIMM44
ENSMUSG00000037426	Depdc5	ENSG00000285404	
ENSMUSG00000037426	Depdc5	ENSG00000100150	DEPDC5
ENSMUSG00000054280	Prr14l	ENSG00000183530	PRR14L
ENSMUSG00000075256	Cerkl	ENSG00000188452	CERKL
ENSMUSG00000053617	Sh3pxd2a	ENSG00000107957	SH3PXD2A
ENSMUSG00000019143	Hars2	ENSG00000112855	HARS2
ENSMUSG00000041264	Uspl1	ENSG00000132952	USPL1
ENSMUSG00000024962	Vegfb	ENSG00000173511	VEGFB
ENSMUSG00000050471	Fam118b	ENSG00000197798	FAM118B
ENSMUSG00000004446	Bid	ENSG00000015475	BID
ENSMUSG00000067995	Gtf2f2	ENSG00000188342	GTF2F2
ENSMUSG00000051652	Lrrc3	ENSG00000160233	LRRC3
ENSMUSG00000027639	Samhd1	ENSG00000101347	SAMHD1
ENSMUSG00000018849	Wwc1	ENSG00000113645	WWC1
ENSMUSG00000074698	Csnk2a1	ENSG00000101266	CSNK2A1
ENSMUSG00000049932	H2afx	ENSG00000188486	H2AFX
ENSMUSG00000051950	B3glct	ENSG00000187676	B3GLCT
ENSMUSG00000040482	Dxo	ENSG00000204348	DXO
ENSMUSG00000038025	Phf2	ENSG00000197724	PHF2
ENSMUSG00000034101	Ctnnd1	ENSG00000198561	CTNND1
ENSMUSG00000054474	Thnsl2	ENSG00000144115	THNSL2
ENSMUSG00000013622	Atraid	ENSG00000138085	ATRAID
ENSMUSG00000025266	Gnl3l	ENSG00000130119	GNL3L
ENSMUSG00000040325	Dcaf1	ENSG00000145041	DCAF1
ENSMUSG00000021377	Dek	ENSG00000124795	DEK
ENSMUSG00000021203	Otub2	ENSG00000089723	OTUB2
ENSMUSG00000020257	Wdr82	ENSG00000164091	WDR82
ENSMUSG00000040957	Cables1	ENSG00000134508	CABLES1
ENSMUSG00000061118	Dnajc30	ENSG00000176410	DNAJC30
ENSMUSG00000021556	Golm1	ENSG00000135052	GOLM1
ENSMUSG00000069919	Hba-a1	ENSG00000188536	HBA2
ENSMUSG00000019232	Etnppl	ENSG00000164089	ETNPPL
ENSMUSG00000026189	Pecr	ENSG00000115425	PECR
ENSMUSG00000028944	Prkag2	ENSG00000106617	PRKAG2
ENSMUSG00000024140	Epas1	ENSG00000116016	EPAS1
ENSMUSG00000037376	Trmt6	ENSG00000089195	TRMT6
ENSMUSG00000025979	Mob4	ENSG00000115540	MOB4
ENSMUSG00000034116	Vav1	ENSG00000141968	VAV1
ENSMUSG00000037287	Tbcel	ENSG00000285509	
ENSMUSG00000037287	Tbcel	ENSG00000154114	TBCEL
ENSMUSG00000025262	Fam120c	ENSG00000184083	FAM120C
ENSMUSG00000057858	Fam204a	ENSG00000165669	FAM204A
ENSMUSG00000033628	Pik3c3	ENSG00000078142	PIK3C3
ENSMUSG00000024410	Rmc1	ENSG00000141452	RMC1
ENSMUSG00000060012	Kif13b	ENSG00000197892	KIF13B
ENSMUSG00000071176	Arhgef10	ENSG00000104728	ARHGEF10
ENSMUSG00000029547	Ints1	ENSG00000164880	INTS1
ENSMUSG00000028016	Ints12	ENSG00000138785	INTS12
ENSMUSG00000041236	Vps41	ENSG00000006715	VPS41
ENSMUSG00000040586	Ofd1	ENSG00000046651	OFD1
ENSMUSG00000041153	Osgin2	ENSG00000164823	OSGIN2
ENSMUSG00000031820	Babam1	ENSG00000105393	BABAM1
ENSMUSG00000031820	Babam1	ENSG00000269307	
ENSMUSG00000025981	Coq10b	ENSG00000115520	COQ10B
ENSMUSG00000018932	Map2k3	ENSG00000034152	MAP2K3
ENSMUSG00000041261	Car8	ENSG00000178538	CA8
ENSMUSG00000049791	Fzd4	ENSG00000174804	FZD4
ENSMUSG00000009905	Kdsr	ENSG00000119537	KDSR
ENSMUSG00000032310	Cyp1a2	ENSG00000140505	CYP1A2
ENSMUSG00000038671	Arfrp1	ENSG00000101246	ARFRP1
ENSMUSG00000025246	Tbl1x	ENSG00000092377	TBL1Y
ENSMUSG00000035329	Fbxo33	ENSG00000165355	FBXO33
ENSMUSG00000074102	Rbm15b	ENSG00000259956	RBM15B
ENSMUSG00000037049	Smpd1	ENSG00000166311	SMPD1
ENSMUSG00000068011	Mkrn2os	ENSG00000225526	MKRN2OS
ENSMUSG00000079426	Arpc4	ENSG00000241553	ARPC4
ENSMUSG00000022673	Mcm4	ENSG00000104738	MCM4
ENSMUSG00000024587	Nars	ENSG00000134440	NARS
ENSMUSG00000060224	Pyroxd2	ENSG00000119943	PYROXD2
ENSMUSG00000079316	Rab9	ENSG00000123595	RAB9A
ENSMUSG00000046318	Ccbe1	ENSG00000183287	CCBE1
ENSMUSG00000037519	Ppfia1	ENSG00000131626	PPFIA1
ENSMUSG00000025860	Xiap	ENSG00000101966	XIAP
ENSMUSG00000017421	Zfp207	ENSG00000010244	ZNF207
ENSMUSG00000031833	Mast3	ENSG00000099308	MAST3
ENSMUSG00000028228	Cpne3	ENSG00000085719	CPNE3
ENSMUSG00000005804	Bloc1s6	ENSG00000104164	BLOC1S6
ENSMUSG00000045205	Dpy19l4	ENSG00000156162	DPY19L4
ENSMUSG00000094125	Gm13698	ENSG00000163510	CWC22
ENSMUSG00000035372	1810055G02Rik	ENSG00000171067	C11orf24
ENSMUSG00000044340	Phlpp1	ENSG00000081913	PHLPP1
ENSMUSG00000036817	Sun1	ENSG00000164828	SUN1
ENSMUSG00000025735	Rhbdl1	ENSG00000103269	RHBDL1
ENSMUSG00000025227	Mfsd13a	ENSG00000138111	MFSD13A
ENSMUSG00000019210	Atp6v1e1	ENSG00000131100	ATP6V1E1
ENSMUSG00000031150	Ccdc120	ENSG00000147144	CCDC120
ENSMUSG00000028964	Park7	ENSG00000116288	PARK7
ENSMUSG00000062115	Rai1	ENSG00000108557	RAI1
ENSMUSG00000037197	Rbm17	ENSG00000134453	RBM17
ENSMUSG00000041035	Gm17018	ENSG00000166171	DPCD
ENSMUSG00000031078	Cttn	ENSG00000085733	CTTN
ENSMUSG00000079557	March2	ENSG00000099785	MARCH2
ENSMUSG00000035248	Tut7	ENSG00000083223	TUT7
ENSMUSG00000061458	Nol10	ENSG00000115761	NOL10
ENSMUSG00000035697	Arhgap45	ENSG00000180448	ARHGAP45
ENSMUSG00000023073	Slc10a2	ENSG00000125255	SLC10A2
ENSMUSG00000022193	Psmb5	ENSG00000100804	PSMB5
ENSMUSG00000027582	Zgpat	ENSG00000197114	ZGPAT
ENSMUSG00000025871	4833439L19Rik	ENSG00000122203	KIAA1191
ENSMUSG00000024339	Tap2	ENSG00000250264	
ENSMUSG00000024339	Tap2	ENSG00000204267	TAP2
ENSMUSG00000067653	Ankrd23	ENSG00000163126	ANKRD23
ENSMUSG00000116876	Gm49721	ENSG00000249141	
ENSMUSG00000116876	Gm49721	ENSG00000026297	RNASET2
ENSMUSG00000041426	Hibch	ENSG00000198130	HIBCH
ENSMUSG00000021629	Slc30a5	ENSG00000145740	SLC30A5
ENSMUSG00000001089	Luzp1	ENSG00000169641	LUZP1
ENSMUSG00000047098	Rnf31	ENSG00000259529	
ENSMUSG00000047098	Rnf31	ENSG00000092098	RNF31
ENSMUSG00000000317	Bcl6b	ENSG00000161940	BCL6B
ENSMUSG00000003037	Rab8a	ENSG00000167461	RAB8A
ENSMUSG00000044894	Uqcrq	ENSG00000164405	UQCRQ
ENSMUSG00000008333	Snrpb2	ENSG00000125870	SNRPB2
ENSMUSG00000038611	Phrf1	ENSG00000070047	PHRF1
ENSMUSG00000026102	Inpp1	ENSG00000151689	INPP1
ENSMUSG00000032370	Lactb	ENSG00000103642	LACTB
ENSMUSG00000021944	Gata4	ENSG00000136574	GATA4
ENSMUSG00000029557	Mrm2	ENSG00000122687	MRM2
ENSMUSG00000051989	Smim11	ENSG00000273590	SMIM11B
ENSMUSG00000051989	Smim11	ENSG00000205670	SMIM11A
ENSMUSG00000026111	Unc50	ENSG00000115446	UNC50
ENSMUSG00000044231	Nhlrc1	ENSG00000187566	NHLRC1
ENSMUSG00000061436	Hipk2	ENSG00000064393	HIPK2
ENSMUSG00000039428	Tmem135	ENSG00000166575	TMEM135
ENSMUSG00000031540	Kat6a	ENSG00000083168	KAT6A
ENSMUSG00000035559	Mpv17l2	ENSG00000254858	MPV17L2
ENSMUSG00000024395	Lims2	ENSG00000072163	LIMS2
ENSMUSG00000038217	Tlcd2	ENSG00000185561	TLCD2
ENSMUSG00000045136	Tubb2b	ENSG00000137285	TUBB2B
ENSMUSG00000028741	Mrto4	ENSG00000053372	MRTO4
ENSMUSG00000073643	Wdfy1	ENSG00000286239	
ENSMUSG00000073643	Wdfy1	ENSG00000085449	WDFY1
ENSMUSG00000047187	Rab2a	ENSG00000104388	RAB2A
ENSMUSG00000034152	Exoc3	ENSG00000180104	EXOC3
ENSMUSG00000031154	Otud5	ENSG00000068308	OTUD5
ENSMUSG00000055850	Rnf181	ENSG00000168894	RNF181
ENSMUSG00000054640	Slc8a1	ENSG00000183023	SLC8A1
ENSMUSG00000074886	Grk6	ENSG00000198055	GRK6
ENSMUSG00000036748	Cuedc2	ENSG00000107874	CUEDC2
ENSMUSG00000025969	Nrp2	ENSG00000118257	NRP2
ENSMUSG00000032802	Srxn1	ENSG00000271303	SRXN1
ENSMUSG00000027358	Bmp2	ENSG00000125845	BMP2
ENSMUSG00000041126	H2afv	ENSG00000105968	H2AFV
ENSMUSG00000020280	Pus10	ENSG00000162927	PUS10
ENSMUSG00000054150	Syne3	ENSG00000176438	SYNE3
ENSMUSG00000033318	Gstt2	ENSG00000133433	GSTT2B
ENSMUSG00000033318	Gstt2	ENSG00000099984	GSTT2
ENSMUSG00000028245	Nsmaf	ENSG00000035681	NSMAF
ENSMUSG00000021751	Acox2	ENSG00000168306	ACOX2
ENSMUSG00000000127	Fer	ENSG00000151422	FER
ENSMUSG00000027465	Tbc1d20	ENSG00000125875	TBC1D20
ENSMUSG00000017615	Tnfaip1	ENSG00000109079	TNFAIP1
ENSMUSG00000024190	Dusp1	ENSG00000120129	DUSP1
ENSMUSG00000021748	Pdhb	ENSG00000168291	PDHB
ENSMUSG00000041417	Pik3r1	ENSG00000145675	PIK3R1
ENSMUSG00000025868	Higd2a	ENSG00000146066	HIGD2A
ENSMUSG00000002957	Ap2a2	ENSG00000183020	AP2A2
ENSMUSG00000049152	Ugt3a2	ENSG00000168671	UGT3A2
ENSMUSG00000070923	Klhl9	ENSG00000198642	KLHL9
ENSMUSG00000118124	Gm50139	ENSG00000214753	HNRNPUL2
ENSMUSG00000118124	Gm50139	ENSG00000234857	HNRNPUL2-BSCL2
ENSMUSG00000028906	Epb41	ENSG00000159023	EPB41
ENSMUSG00000033039	Micall1	ENSG00000100139	MICALL1
ENSMUSG00000010277	2610507B11Rik	ENSG00000007202	KIAA0100
ENSMUSG00000039637	Coro7	ENSG00000262246	CORO7
ENSMUSG00000039637	Coro7	ENSG00000103426	CORO7-PAM16
ENSMUSG00000064138	Fam172a	ENSG00000113391	FAM172A
ENSMUSG00000029613	Eif2ak1	ENSG00000086232	EIF2AK1
ENSMUSG00000007827	Ankrd26	ENSG00000181626	ANKRD62
ENSMUSG00000038641	Akr1d1	ENSG00000122787	AKR1D1
ENSMUSG00000017390	Aldoc	ENSG00000109107	ALDOC
ENSMUSG00000028393	Alad	ENSG00000148218	ALAD
ENSMUSG00000053907	Mat2a	ENSG00000168906	MAT2A
ENSMUSG00000024235	Map3k8	ENSG00000107968	MAP3K8
ENSMUSG00000002325	Irf9	ENSG00000213928	IRF9
ENSMUSG00000040963	Asgr2	ENSG00000161944	ASGR2
ENSMUSG00000032415	Ube2cbp	ENSG00000118420	UBE3D
ENSMUSG00000010064	Slc38a3	ENSG00000188338	SLC38A3
ENSMUSG00000023909	Paqr4	ENSG00000162073	PAQR4
ENSMUSG00000013419	Zfp651	ENSG00000114853	ZBTB47
ENSMUSG00000052331	Ankrd44	ENSG00000065413	ANKRD44
ENSMUSG00000024483	Ankhd1	ENSG00000131503	ANKHD1
ENSMUSG00000024483	Ankhd1	ENSG00000254996	ANKHD1-EIF4EBP3
ENSMUSG00000029122	Evc	ENSG00000072840	EVC
ENSMUSG00000021408	Ripk1	ENSG00000137275	RIPK1
ENSMUSG00000019737	Syne4	ENSG00000181392	SYNE4
ENSMUSG00000036940	Kdm1a	ENSG00000004487	KDM1A
ENSMUSG00000029657	Hsph1	ENSG00000120694	HSPH1
ENSMUSG00000024136	Dnase1l2	ENSG00000167968	DNASE1L2
ENSMUSG00000020253	Ppm1m	ENSG00000164088	PPM1M
ENSMUSG00000003039	Fam32a	ENSG00000105058	FAM32A
ENSMUSG00000032120	C2cd2l	ENSG00000172375	C2CD2L
ENSMUSG00000021492	F12	ENSG00000131187	F12
ENSMUSG00000027364	Usp50	ENSG00000170236	USP50
ENSMUSG00000027195	Hsd17b12	ENSG00000149084	HSD17B12
ENSMUSG00000025858	Get4	ENSG00000239857	GET4
ENSMUSG00000049313	Sorl1	ENSG00000137642	SORL1
ENSMUSG00000014243	Zswim7	ENSG00000214941	ZSWIM7
ENSMUSG00000028430	Nol6	ENSG00000165271	NOL6
ENSMUSG00000021902	Phf7	ENSG00000010318	PHF7
ENSMUSG00000044533	Rps2	ENSG00000140988	RPS2
ENSMUSG00000024560	Cxxc1	ENSG00000154832	CXXC1
ENSMUSG00000019577	Pdk4	ENSG00000004799	PDK4
ENSMUSG00000025722	Wdr73	ENSG00000177082	WDR73
ENSMUSG00000058672	Tubb2a	ENSG00000137267	TUBB2A
ENSMUSG00000024036	Slc37a1	ENSG00000160190	SLC37A1
ENSMUSG00000001249	Hpn	ENSG00000105707	HPN
ENSMUSG00000031375	Bgn	ENSG00000182492	BGN
ENSMUSG00000062234	Gak	ENSG00000178950	GAK
ENSMUSG00000029366	Dck	ENSG00000156136	DCK
ENSMUSG00000041084	Ostc	ENSG00000198856	OSTC
ENSMUSG00000029047	Pex10	ENSG00000157911	PEX10
ENSMUSG00000031090	Nadsyn1	ENSG00000172890	NADSYN1
ENSMUSG00000059975	Zfp74	ENSG00000196437	ZNF569
ENSMUSG00000094483	Purb	ENSG00000146676	PURB
ENSMUSG00000037965	Zc3h7a	ENSG00000122299	ZC3H7A
ENSMUSG00000024583	Txnl1	ENSG00000091164	TXNL1
ENSMUSG00000000134	Tfe3	ENSG00000068323	TFE3
ENSMUSG00000033107	Rnf125	ENSG00000101695	RNF125
ENSMUSG00000038648	Creb3l2	ENSG00000182158	CREB3L2
ENSMUSG00000027009	Itga4	ENSG00000115232	ITGA4
ENSMUSG00000028914	Casp9	ENSG00000132906	CASP9
ENSMUSG00000033020	Polr2f	ENSG00000100142	POLR2F
ENSMUSG00000021000	Mia2	ENSG00000150527	MIA2
ENSMUSG00000021000	Mia2	ENSG00000236761	CTAGE9
ENSMUSG00000032575	Manf	ENSG00000145050	MANF
ENSMUSG00000028496	Mllt3	ENSG00000171843	MLLT3
ENSMUSG00000028974	Dffa	ENSG00000160049	DFFA
ENSMUSG00000040621	Gemin8	ENSG00000046647	GEMIN8
ENSMUSG00000039615	Stub1	ENSG00000103266	STUB1
ENSMUSG00000025949	Pikfyve	ENSG00000115020	PIKFYVE
ENSMUSG00000035443	Thyn1	ENSG00000151500	THYN1
ENSMUSG00000084786	Ubl5	ENSG00000198258	UBL5
ENSMUSG00000021326	Trim27	ENSG00000204713	TRIM27
ENSMUSG00000034911	Ushbp1	ENSG00000130307	USHBP1
ENSMUSG00000034245	Hdac11	ENSG00000163517	HDAC11
ENSMUSG00000007721	Ccdc124	ENSG00000007080	CCDC124
ENSMUSG00000003033	Ap1m1	ENSG00000072958	AP1M1
ENSMUSG00000040767	Snrnp25	ENSG00000161981	SNRNP25
ENSMUSG00000025533	Asl	ENSG00000126522	ASL
ENSMUSG00000025204	Ndufb8	ENSG00000166136	NDUFB8
ENSMUSG00000025204	Ndufb8	ENSG00000255339	
ENSMUSG00000069917	Hba-a2	ENSG00000188536	HBA2
ENSMUSG00000026249	Serpine2	ENSG00000135919	SERPINE2
ENSMUSG00000030761	Myo7a	ENSG00000137474	MYO7A
ENSMUSG00000025870	Arl10	ENSG00000175414	ARL10
ENSMUSG00000031996	Aplp2	ENSG00000084234	APLP2
ENSMUSG00000018501	Ncor1	ENSG00000141027	NCOR1
ENSMUSG00000009292	Trpm2	ENSG00000142185	TRPM2
ENSMUSG00000049504	Proser1	ENSG00000120685	PROSER1
ENSMUSG00000024068	Spast	ENSG00000021574	SPAST
ENSMUSG00000096337	Gm13694	ENSG00000163510	CWC22
ENSMUSG00000008976	Gabpa	ENSG00000154727	GABPA
ENSMUSG00000017344	Vtn	ENSG00000273171	
ENSMUSG00000017344	Vtn	ENSG00000109072	VTN
ENSMUSG00000073982	Rhog	ENSG00000177105	RHOG
ENSMUSG00000030978	Rrm1	ENSG00000167325	RRM1
ENSMUSG00000014303	Glis2	ENSG00000126603	GLIS2
ENSMUSG00000001151	Pcnt	ENSG00000160299	PCNT
ENSMUSG00000029715	Pop7	ENSG00000172336	POP7
ENSMUSG00000031668	Eif2ak3	ENSG00000172071	EIF2AK3
ENSMUSG00000028156	Eif4e	ENSG00000151247	EIF4E
ENSMUSG00000051224	Tceanc	ENSG00000176896	TCEANC
ENSMUSG00000071379	Hpcal1	ENSG00000115756	HPCAL1
ENSMUSG00000025226	Fbxl15	ENSG00000107872	FBXL15
ENSMUSG00000035783	Acta2	ENSG00000107796	ACTA2
ENSMUSG00000039956	Mrap	ENSG00000170262	MRAP
ENSMUSG00000033382	Trappc8	ENSG00000153339	TRAPPC8
ENSMUSG00000020850	Prpf8	ENSG00000174231	PRPF8
ENSMUSG00000031840	Rab3a	ENSG00000105649	RAB3A
ENSMUSG00000033054	Npat	ENSG00000149308	NPAT
ENSMUSG00000032478	Nme6	ENSG00000172113	NME6
ENSMUSG00000024238	Zeb1	ENSG00000148516	ZEB1
ENSMUSG00000038797	Zscan2	ENSG00000176371	ZSCAN2
ENSMUSG00000039704	Lmbrd2	ENSG00000164187	LMBRD2
ENSMUSG00000027014	Cwc22	ENSG00000163510	CWC22
ENSMUSG00000032041	Tirap	ENSG00000150455	TIRAP
ENSMUSG00000038871	Bpgm	ENSG00000172331	BPGM
ENSMUSG00000031371	Haus7	ENSG00000213397	HAUS7
ENSMUSG00000041958	Pigs	ENSG00000087111	PIGS
ENSMUSG00000028163	Nfkb1	ENSG00000109320	NFKB1
ENSMUSG00000017776	Crk	ENSG00000167193	CRK
ENSMUSG00000050103	Agmo	ENSG00000187546	AGMO
ENSMUSG00000024234	Mtpap	ENSG00000107951	MTPAP
ENSMUSG00000036241	Ube2r2	ENSG00000107341	UBE2R2
ENSMUSG00000039461	Tcta	ENSG00000145022	TCTA
ENSMUSG00000032253	Phip	ENSG00000146247	PHIP
ENSMUSG00000044792	Isca1	ENSG00000135070	ISCA1
ENSMUSG00000001383	Zmat2	ENSG00000146007	ZMAT2
ENSMUSG00000032315	Cyp1a1	ENSG00000140465	CYP1A1
ENSMUSG00000032375	Aph1b	ENSG00000138613	APH1B
ENSMUSG00000068039	Tcp1	ENSG00000120438	TCP1
ENSMUSG00000078153	Psme2b	ENSG00000100911	PSME2
ENSMUSG00000006304	Arpc2	ENSG00000163466	ARPC2
ENSMUSG00000039191	Rbpj	ENSG00000168214	RBPJ
ENSMUSG00000060261	Gtf2i	ENSG00000263001	GTF2I
ENSMUSG00000029711	Epo	ENSG00000130427	EPO
ENSMUSG00000043831	Lysmd4	ENSG00000183060	LYSMD4
ENSMUSG00000037001	Zfp39	ENSG00000171827	ZNF570
ENSMUSG00000030659	Nucb2	ENSG00000070081	NUCB2
ENSMUSG00000009293	Ube2g2	ENSG00000184787	UBE2G2
ENSMUSG00000029630	Cyp3a25	ENSG00000106258	CYP3A5
ENSMUSG00000029630	Cyp3a25	ENSG00000282301	CYP3A7-CYP3A51P
ENSMUSG00000029630	Cyp3a25	ENSG00000160870	CYP3A7
ENSMUSG00000029630	Cyp3a25	ENSG00000160868	CYP3A4
ENSMUSG00000116016	Gm49496	ENSG00000062194	GPBP1
ENSMUSG00000025060	Slk	ENSG00000065613	SLK
ENSMUSG00000042831	Alkbh6	ENSG00000239382	ALKBH6
ENSMUSG00000053835	H2-T24	ENSG00000204592	HLA-E
ENSMUSG00000025532	Crcp	ENSG00000241258	CRCP
ENSMUSG00000027365	Trpm7	ENSG00000092439	TRPM7
ENSMUSG00000002908	Kcnn1	ENSG00000105642	KCNN1
ENSMUSG00000026020	Nop58	ENSG00000055044	NOP58
ENSMUSG00000021876	Rnase4	ENSG00000258818	RNASE4
ENSMUSG00000002058	Unc119	ENSG00000109103	UNC119
ENSMUSG00000024878	Cbwd1	ENSG00000215126	CBWD6
ENSMUSG00000027194	Ttc17	ENSG00000052841	TTC17
ENSMUSG00000031107	Rbmx2	ENSG00000134597	RBMX2
ENSMUSG00000030557	Mef2a	ENSG00000068305	MEF2A
ENSMUSG00000042298	Ttc19	ENSG00000011295	TTC19
ENSMUSG00000034258	Flvcr2	ENSG00000119686	FLVCR2
ENSMUSG00000050195	Scd4	ENSG00000099194	SCD
ENSMUSG00000044150	Bclaf3	ENSG00000173681	BCLAF3
ENSMUSG00000027219	Slc28a2	ENSG00000137860	SLC28A2
ENSMUSG00000001802	Lrp3	ENSG00000130881	LRP3
ENSMUSG00000014850	Msh3	ENSG00000113318	MSH3
ENSMUSG00000057506	Bloc1s2	ENSG00000196072	BLOC1S2
ENSMUSG00000024913	Lrp5	ENSG00000162337	LRP5
ENSMUSG00000042569	Dhrs7b	ENSG00000109016	DHRS7B
ENSMUSG00000040865	Ino80d	ENSG00000114933	INO80D
ENSMUSG00000032044	Rpusd4	ENSG00000165526	RPUSD4
ENSMUSG00000045374	Wdr81	ENSG00000167716	WDR81
ENSMUSG00000110104	Gm45717	ENSG00000206013	IFITM5
ENSMUSG00000027011	Ube2e3	ENSG00000170035	UBE2E3
ENSMUSG00000066892	Fbxl12	ENSG00000127452	FBXL12
ENSMUSG00000004567	Mcoln1	ENSG00000090674	MCOLN1
ENSMUSG00000027536	Chmp4c	ENSG00000164695	CHMP4C
ENSMUSG00000031378	Abcd1	ENSG00000101986	ABCD1
ENSMUSG00000022978	Mis18a	ENSG00000159055	MIS18A
ENSMUSG00000024246	Thumpd2	ENSG00000138050	THUMPD2
ENSMUSG00000018143	Mafk	ENSG00000198517	MAFK
ENSMUSG00000036896	C1qc	ENSG00000159189	C1QC
ENSMUSG00000031482	Slc25a15	ENSG00000102743	SLC25A15
ENSMUSG00000038371	Sbf2	ENSG00000133812	SBF2
ENSMUSG00000044548	Dact1	ENSG00000165617	DACT1
ENSMUSG00000018405	Mrm1	ENSG00000278619	MRM1
ENSMUSG00000029817	Tra2a	ENSG00000164548	TRA2A
ENSMUSG00000062190	Lancl2	ENSG00000132434	LANCL2
ENSMUSG00000024145	Pigf	ENSG00000151665	PIGF
ENSMUSG00000056216	Cebpg	ENSG00000153879	CEBPG
ENSMUSG00000060063	Alox5ap	ENSG00000132965	ALOX5AP
ENSMUSG00000043013	Onecut1	ENSG00000169856	ONECUT1
ENSMUSG00000073423	Zfp414	ENSG00000133250	ZNF414
ENSMUSG00000020889	Nr1d1	ENSG00000126368	NR1D1
ENSMUSG00000035725	Prkx	ENSG00000099725	PRKY
ENSMUSG00000035725	Prkx	ENSG00000183943	PRKX
ENSMUSG00000030579	Tyrobp	ENSG00000011600	TYROBP
ENSMUSG00000028975	Pex14	ENSG00000142655	PEX14
ENSMUSG00000061981	Flot2	ENSG00000132589	FLOT2
ENSMUSG00000040938	Slc16a11	ENSG00000174326	SLC16A11
ENSMUSG00000026743	Mllt10	ENSG00000078403	MLLT10
ENSMUSG00000021707	Dhfr	ENSG00000228716	DHFR
ENSMUSG00000075551	Cyp3a41a	ENSG00000106258	CYP3A5
ENSMUSG00000075551	Cyp3a41a	ENSG00000282301	CYP3A7-CYP3A51P
ENSMUSG00000075551	Cyp3a41a	ENSG00000160870	CYP3A7
ENSMUSG00000075551	Cyp3a41a	ENSG00000160868	CYP3A4
ENSMUSG00000031314	Taf1	ENSG00000147133	TAF1
ENSMUSG00000020437	Myo1g	ENSG00000136286	MYO1G
ENSMUSG00000037172	E330009J07Rik	ENSG00000257093	DENND11
ENSMUSG00000059031	Olfr482	ENSG00000183303	OR5P2
ENSMUSG00000053012	Krcc1	ENSG00000172086	KRCC1
ENSMUSG00000039458	Mtmr12	ENSG00000150712	MTMR12
ENSMUSG00000054115	Skp2	ENSG00000145604	SKP2
ENSMUSG00000021484	Lman2	ENSG00000169223	LMAN2
ENSMUSG00000029714	Gigyf1	ENSG00000146830	GIGYF1
ENSMUSG00000006301	Tmbim1	ENSG00000135926	TMBIM1
ENSMUSG00000032525	Nktr	ENSG00000114857	NKTR
ENSMUSG00000021097	Clmn	ENSG00000165959	CLMN
ENSMUSG00000071659	Hnrnpul2	ENSG00000214753	HNRNPUL2
ENSMUSG00000071659	Hnrnpul2	ENSG00000234857	HNRNPUL2-BSCL2
ENSMUSG00000037349	Nudt22	ENSG00000149761	NUDT22
ENSMUSG00000066149	Cdc26	ENSG00000176386	CDC26
ENSMUSG00000021376	Tpmt	ENSG00000137364	TPMT
ENSMUSG00000021573	Tppp	ENSG00000171368	TPPP
ENSMUSG00000109378	Gm49396	ENSG00000267120	
ENSMUSG00000109378	Gm49396	ENSG00000161265	U2AF1L4
ENSMUSG00000094248	Hist1h2ao	ENSG00000278463	HIST1H2AB
ENSMUSG00000027438	Napb	ENSG00000125814	NAPB
ENSMUSG00000021645	Smn1	ENSG00000205571	SMN2
ENSMUSG00000021645	Smn1	ENSG00000172062	SMN1
ENSMUSG00000023249	Parp3	ENSG00000041880	PARP3
ENSMUSG00000031584	Gsr	ENSG00000104687	GSR
ENSMUSG00000031392	Irak1	ENSG00000184216	IRAK1
ENSMUSG00000003662	Ciao1	ENSG00000144021	CIAO1
ENSMUSG00000039427	Alg1	ENSG00000033011	ALG1
ENSMUSG00000002504	Slc9a3r2	ENSG00000065054	SLC9A3R2
ENSMUSG00000074405	Zfp865	ENSG00000261221	ZNF865
ENSMUSG00000009630	Ppp2cb	ENSG00000104695	PPP2CB
ENSMUSG00000023904	Hcfc1r1	ENSG00000103145	HCFC1R1
ENSMUSG00000103037	Pcdhgb1	ENSG00000254221	PCDHGB1
ENSMUSG00000070426	Rnf121	ENSG00000137522	RNF121
ENSMUSG00000042354	Gnl3	ENSG00000163938	GNL3
ENSMUSG00000029060	Mib2	ENSG00000197530	MIB2
ENSMUSG00000039116	Adgrg6	ENSG00000112414	ADGRG6
ENSMUSG00000024413	Npc1	ENSG00000141458	NPC1
ENSMUSG00000041966	Dcaf17	ENSG00000115827	DCAF17
ENSMUSG00000022041	Chrna2	ENSG00000120903	CHRNA2
ENSMUSG00000044442	N6amt1	ENSG00000156239	N6AMT1
ENSMUSG00000011306	Sugp1	ENSG00000105705	SUGP1
ENSMUSG00000019564	Arid3a	ENSG00000116017	ARID3A
ENSMUSG00000020163	Uqcr11	ENSG00000267059	
ENSMUSG00000020163	Uqcr11	ENSG00000127540	UQCR11
ENSMUSG00000039990	Edrf1	ENSG00000107938	EDRF1
ENSMUSG00000021620	Acot12	ENSG00000172497	ACOT12
ENSMUSG00000024829	Mrpl21	ENSG00000197345	MRPL21
ENSMUSG00000042851	Zc3h6	ENSG00000188177	ZC3H6
ENSMUSG00000058997	Vwa8	ENSG00000102763	VWA8
ENSMUSG00000022752	Tomm70a	ENSG00000154174	TOMM70
