Geneid	Length	hisat2_aligned/FFA-control-1_S10.bam	hisat2_aligned/FFA-control-2_S11.bam	hisat2_aligned/FFA-control-3_S12.bam	hisat2_aligned/TEADap-inh-1_S13.bam	hisat2_aligned/TEADap-inh-2_S14.bam	hisat2_aligned/TEADsf-inh-1_S16.bam	hisat2_aligned/TEADsf-inh-2_S17.bam	hisat2_aligned/TEADsf-inh-3_S18.bam
ENSG00000173193	10274	673	690	174	673	713	603	642	1083
ENSG00000239265	3064	0	0	0	0	0	1	0	0
ENSG00000159685	2757	35	45	2	36	43	36	39	57
ENSG00000287688	1467	4	1	0	2	1	0	0	1
ENSG00000282860	607	0	0	0	0	0	0	0	0
ENSG00000242537	2127	1	0	0	0	0	0	0	0
ENSG00000163762	4357	5	3	2	1	4	0	2	2
ENSG00000243733	368	0	0	0	0	0	0	0	0
ENSG00000241636	576	0	0	0	0	0	0	0	0
ENSG00000240354	483	0	0	0	0	0	0	0	0
ENSG00000242104	1327	0	0	0	0	0	0	0	0
ENSG00000249305	144	0	0	0	0	0	0	0	0
ENSG00000243154	768	0	0	0	0	0	0	0	0
ENSG00000163630	4042	0	0	0	0	0	0	0	0
ENSG00000280397	3634	0	0	0	0	0	0	0	0
ENSG00000241048	606	0	0	0	0	0	0	0	1
ENSG00000239941	554	0	0	0	0	0	0	0	0
ENSG00000241397	223	0	0	0	0	0	0	0	0
ENSG00000279147	1841	0	0	0	0	0	0	1	0
ENSG00000239207	979	0	0	0	0	0	0	0	0
ENSG00000241792	492	0	0	0	0	0	0	0	0
ENSG00000242671	4232	0	0	0	0	0	0	0	0
ENSG00000114771	1632	5792	5558	831	5761	5972	5102	5236	8463
ENSG00000169255	7816	17	12	4	25	29	24	32	37
ENSG00000244429	598	0	0	0	0	0	0	0	0
ENSG00000158092	5510	273	303	37	265	269	227	236	425
ENSG00000114200	3072	720	667	110	517	475	495	502	831
ENSG00000197953	5071	0	0	0	0	0	0	0	0
ENSG00000239408	363	0	0	0	0	0	0	0	0
ENSG00000244040	11658	0	0	1	0	0	0	0	0
ENSG00000242456	766	0	0	0	0	0	0	0	0
ENSG00000288585	5800	0	0	0	0	0	0	0	0
ENSG00000114790	5459	370	384	91	306	315	329	355	580
ENSG00000242036	306	0	0	0	0	0	0	0	0
ENSG00000242795	513	0	0	0	0	0	0	0	0
ENSG00000244493	327	0	0	0	0	0	0	0	0
ENSG00000240804	840	0	0	0	0	0	0	0	0
ENSG00000240695	730	0	1	2	1	0	1	2	1
ENSG00000244468	551	0	0	0	0	0	0	0	0
ENSG00000244571	758	0	0	0	0	0	0	0	0
ENSG00000169908	3495	858	825	130	887	798	609	553	1049
ENSG00000224831	1128	10	7	1	9	13	4	11	21
ENSG00000244545	487	0	0	0	0	0	0	0	0
ENSG00000286714	588	12	10	2	14	14	7	10	19
ENSG00000241220	634	0	0	0	0	0	0	0	0
ENSG00000248374	684	0	0	0	0	0	0	0	0
ENSG00000286994	1039	0	1	0	0	0	0	1	2
ENSG00000242440	3764	0	0	0	0	0	0	0	0
ENSG00000206120	4658	0	0	0	0	0	0	0	0
ENSG00000249417	422	0	0	0	0	0	0	0	0
ENSG00000249290	1059	0	0	0	0	0	0	0	0
ENSG00000240704	1048	0	0	0	0	0	0	0	1
ENSG00000221962	1296	0	0	0	0	0	0	0	1
ENSG00000239227	167	0	0	0	0	0	0	0	0
ENSG00000241929	1020	0	0	0	0	2	0	0	1
ENSG00000287916	1202	1	1	0	1	0	0	0	1
ENSG00000241912	382	0	0	0	0	0	0	0	0
ENSG00000241168	1834	0	0	0	0	0	0	0	0
ENSG00000234717	868	0	0	0	0	0	0	0	0
ENSG00000181804	4041	4	3	1	3	1	4	5	4
ENSG00000224962	526	0	0	0	0	0	0	0	0
ENSG00000181788	2619	381	363	51	309	335	322	322	523
ENSG00000241874	409	0	0	0	0	0	0	0	0
ENSG00000114670	5355	27	30	2	39	32	29	24	51
ENSG00000272797	445	0	0	0	0	0	0	0	0
ENSG00000242151	270	0	0	0	0	0	0	0	0
ENSG00000248710	3360	0	0	0	0	0	0	0	0
ENSG00000231688	472	0	0	0	0	0	0	0	0
ENSG00000239513	3699	0	0	0	0	0	0	0	0
ENSG00000121858	3441	294	322	40	239	236	249	271	450
ENSG00000241369	10264	0	0	0	0	0	0	0	0
ENSG00000244321	755	0	0	0	0	0	0	0	0
ENSG00000288087	1073	0	0	0	0	0	0	0	0
ENSG00000240824	343	0	0	0	0	0	0	0	0
ENSG00000244650	604	0	0	0	0	0	0	0	0
ENSG00000239351	803	5	2	1	0	0	0	0	2
ENSG00000248772	108	0	0	0	0	0	0	0	0
ENSG00000242321	390	0	0	0	0	0	0	0	0
ENSG00000173889	16919	429	441	125	403	390	352	355	680
ENSG00000155893	13343	87	68	17	106	102	88	86	158
ENSG00000168917	4283	82	74	15	93	71	67	94	130
ENSG00000240792	1049	0	0	0	0	0	0	0	0
ENSG00000237501	249	0	0	0	0	0	0	0	0
ENSG00000244024	878	0	0	0	0	0	0	0	0
ENSG00000075420	13324	1239	1100	302	1030	1134	1011	993	1862
ENSG00000230497	671	0	0	0	0	0	0	0	0
ENSG00000244515	1270	3	2	1	3	4	1	3	3
ENSG00000241767	844	0	0	0	0	0	0	0	0
ENSG00000090402	6139	0	0	0	0	0	0	1	0
ENSG00000163584	2051	198	212	16	211	156	169	166	286
ENSG00000144962	2129	0	0	0	0	0	0	0	0
ENSG00000241479	535	0	0	0	0	0	0	0	0
ENSG00000231384	511	0	0	0	0	0	0	0	0
ENSG00000242326	508	0	0	0	0	0	0	0	0
ENSG00000069849	2617	152	130	14	163	157	121	143	250
ENSG00000261758	3151	1	0	4	0	0	0	1	1
ENSG00000243822	377	0	0	0	0	0	0	0	0
ENSG00000242178	350	0	0	0	0	0	0	0	0
ENSG00000244381	471	0	0	0	0	0	0	0	0
ENSG00000285218	1545	0	0	0	0	0	0	0	0
ENSG00000186329	2719	0	0	0	0	0	0	0	0
ENSG00000279862	1399	0	0	0	0	0	0	0	0
ENSG00000163645	2075	1	0	0	1	1	0	2	1
ENSG00000163655	8765	297	292	47	322	293	279	293	467
ENSG00000287899	4878	0	0	0	1	0	1	0	0
ENSG00000285557	687	0	0	0	0	0	0	0	0
ENSG00000220343	490	0	0	0	1	0	0	0	1
ENSG00000215606	1269	0	0	0	0	2	0	0	1
ENSG00000236385	723	0	0	0	0	0	0	0	0
ENSG00000261146	4706	0	0	0	0	1	0	0	0
ENSG00000223387	3667	5	2	1	3	4	9	4	11
ENSG00000239774	563	0	0	0	0	0	1	0	0
ENSG00000225552	804	0	0	0	0	0	0	0	0
ENSG00000238026	836	0	0	0	0	0	0	0	0
ENSG00000241203	339	0	0	0	0	0	0	0	0
ENSG00000274149	268	0	0	0	0	0	0	0	0
ENSG00000132394	2394	162	165	23	152	160	130	170	313
ENSG00000223715	5609	0	0	0	1	1	0	0	0
ENSG00000240458	153	0	0	0	0	0	0	0	0
ENSG00000271052	237	0	0	0	0	0	0	0	0
ENSG00000163581	3411	2717	2314	481	1968	1900	1787	1722	3051
ENSG00000243044	166	0	0	0	0	0	0	0	0
ENSG00000272990	508	2	2	1	3	6	8	3	10
ENSG00000121871	5274	24	26	8	30	20	28	19	28
ENSG00000251058	482	0	0	0	0	0	0	0	0
ENSG00000228221	6313	1	0	0	1	0	0	0	0
ENSG00000233597	576	2	2	1	0	1	1	0	5
ENSG00000241383	1059	0	0	0	0	0	0	0	0
ENSG00000169860	6309	22	27	4	11	24	20	19	36
ENSG00000241429	1267	0	3	0	1	2	1	0	1
ENSG00000244738	3097	1	0	0	0	0	0	0	0
ENSG00000230292	422	0	0	0	0	0	0	0	0
ENSG00000288104	2196	0	0	0	0	0	0	0	0
ENSG00000239739	263	0	0	0	0	0	0	0	0
ENSG00000273177	430	0	0	0	0	0	0	0	0
ENSG00000214192	440	0	0	0	0	0	0	0	0
ENSG00000120742	5743	1485	1423	178	1445	1452	1300	1369	2398
ENSG00000227440	441	0	0	0	0	0	0	0	0
ENSG00000249986	304	0	0	0	0	0	0	0	0
ENSG00000154310	11448	377	346	72	392	378	366	366	678
ENSG00000068885	7080	80	90	24	69	68	57	60	94
ENSG00000224611	217	0	0	0	0	0	0	0	0
ENSG00000241696	3504	0	0	0	0	0	0	0	0
ENSG00000242268	2750	0	0	0	0	0	0	0	0
ENSG00000241882	545	0	0	0	0	0	0	0	0
ENSG00000177694	13546	33	29	4	29	38	36	39	41
ENSG00000226765	865	0	0	0	0	0	0	0	0
ENSG00000270321	2338	0	0	0	0	0	0	0	0
ENSG00000260217	2109	0	0	0	0	0	0	1	0
ENSG00000243832	640	0	0	0	0	0	0	0	0
ENSG00000285558	756	0	0	0	0	0	0	0	0
ENSG00000224426	567	0	0	0	3	0	0	0	2
ENSG00000242012	328	0	0	0	0	0	0	0	0
ENSG00000239205	1948	0	0	0	0	0	0	0	0
ENSG00000237473	1222	0	0	0	0	0	0	0	0
ENSG00000287012	1356	0	0	0	0	0	0	1	0
ENSG00000273486	1684	1	2	1	3	2	3	0	4
ENSG00000241899	512	0	0	0	0	0	0	0	0
ENSG00000213155	490	0	0	0	0	0	0	0	0
ENSG00000240084	291	0	0	0	0	0	0	0	0
ENSG00000236686	1240	0	3	0	0	2	0	2	3
ENSG00000242908	635	0	0	0	0	0	0	0	0
ENSG00000238755	2816	0	1	0	0	0	0	0	0
ENSG00000285051	11251	0	0	0	0	0	0	1	1
ENSG00000213178	410	25	24	2	24	22	22	18	26
ENSG00000243885	1001	6	3	0	1	2	0	2	2
ENSG00000181449	2512	0	0	0	0	0	0	0	0
ENSG00000235110	404	0	0	0	0	0	0	0	0
ENSG00000174953	10552	417	422	83	447	401	376	386	696
ENSG00000248724	5215	0	0	0	1	0	0	0	3
ENSG00000205412	955	0	0	0	0	0	1	0	1
ENSG00000243072	209	0	0	0	0	0	0	0	0
ENSG00000226779	1038	0	0	0	0	0	0	0	0
ENSG00000237978	4745	4	1	0	2	2	1	1	5
ENSG00000085276	9260	1	0	0	1	0	0	0	2
ENSG00000236241	1715	0	0	0	0	0	0	0	0
ENSG00000073803	12604	348	323	68	268	274	258	302	496
ENSG00000241526	102	0	0	0	0	0	0	0	0
ENSG00000286003	1854	0	0	0	0	0	0	0	0
ENSG00000286695	1783	0	0	0	0	0	0	0	0
ENSG00000197415	6543	1	2	0	1	2	1	3	0
ENSG00000138463	3322	161	152	38	208	186	141	185	275
ENSG00000175040	4142	5	3	0	5	4	2	4	7
ENSG00000241202	268	0	0	0	0	0	0	0	0
ENSG00000082684	8517	1	1	0	3	2	4	5	3
ENSG00000231516	559	0	0	0	0	0	0	0	0
ENSG00000175054	27234	365	394	128	461	366	368	343	608
ENSG00000175077	2214	0	0	0	0	0	0	0	0
ENSG00000235294	805	0	0	0	0	0	0	0	0
ENSG00000242097	2265	0	0	0	0	0	0	0	0
ENSG00000288032	979	0	0	0	0	0	0	0	0
ENSG00000271711	616	0	0	0	0	0	0	0	0
ENSG00000285798	1759	0	0	0	0	0	0	0	0
ENSG00000223941	578	0	0	0	0	0	0	0	0
ENSG00000243486	703	0	0	0	0	0	0	0	0
ENSG00000230362	1074	0	0	0	0	0	0	0	0
ENSG00000169359	10040	207	200	31	222	196	193	195	316
ENSG00000213174	414	0	0	0	0	0	0	0	0
ENSG00000228561	587	0	0	0	0	0	0	0	0
ENSG00000243886	571	0	0	0	0	0	0	0	0
ENSG00000250170	612	0	1	0	0	1	0	0	0
ENSG00000270981	889	0	0	0	0	0	0	0	0
ENSG00000242816	1969	0	0	0	0	0	0	0	0
ENSG00000279305	2239	0	0	0	0	0	0	0	0
ENSG00000242479	2048	1	0	0	1	0	0	2	0
ENSG00000240246	231	0	0	0	0	0	0	0	0
ENSG00000241098	1808	0	0	0	0	0	0	0	0
ENSG00000243687	331	0	0	0	0	0	0	0	0
ENSG00000241810	274	0	0	0	0	0	0	0	0
ENSG00000206199	6544	0	0	0	0	0	0	0	1
ENSG00000214210	860	0	1	0	1	0	0	0	0
ENSG00000241985	451	1	0	1	0	1	0	0	0
ENSG00000169903	1530	10424	9232	1264	9349	10003	8369	8763	14367
ENSG00000242001	149	2	0	0	0	0	0	2	0
ENSG00000239805	360	0	0	0	0	0	0	0	0
ENSG00000236182	754	0	0	0	0	0	0	1	0
ENSG00000182000	403	0	0	0	2	0	0	0	0
ENSG00000121853	3088	0	0	0	0	0	0	0	0
ENSG00000240033	789	0	0	0	0	0	0	0	0
ENSG00000244668	476	0	0	0	0	0	0	0	0
ENSG00000227709	1060	0	0	0	0	0	0	0	0
ENSG00000230457	1182	2	4	4	9	5	2	6	10
ENSG00000242510	381	0	0	0	0	0	0	0	0
ENSG00000174948	5527	0	0	0	0	0	0	0	0
ENSG00000242561	299	0	0	1	0	0	0	0	0
ENSG00000163659	4800	1817	1713	378	1815	1704	1370	1292	2385
ENSG00000229638	1284	2	3	0	4	7	2	2	12
ENSG00000240068	464	0	0	0	0	0	0	0	0
ENSG00000241570	4421	23	24	4	31	26	25	26	41
ENSG00000239978	904	0	0	0	0	0	0	0	0
ENSG00000243629	2208	53	56	13	16	14	31	35	40
ENSG00000237787	1283	0	0	0	0	0	0	0	0
ENSG00000236357	867	0	0	0	0	0	0	0	0
ENSG00000277241	727	0	0	0	0	0	0	0	0
ENSG00000271131	484	0	1	0	1	0	0	0	0
ENSG00000225473	1046	0	0	0	0	0	0	0	0
ENSG00000226482	3443	0	0	0	0	0	0	0	0
ENSG00000233885	3271	0	0	0	1	1	1	1	3
ENSG00000240489	873	2	0	0	1	5	1	2	4
ENSG00000240497	1387	0	0	0	3	0	0	1	0
ENSG00000241151	580	0	0	0	0	0	0	0	0
ENSG00000224855	497	1	0	0	0	0	0	2	0
ENSG00000157005	607	0	0	0	0	0	0	0	0
ENSG00000244564	1803	0	0	0	0	0	0	0	0
ENSG00000158258	14596	0	2	0	1	2	2	2	6
ENSG00000238077	888	0	0	0	0	0	0	0	0
ENSG00000286361	431	0	0	0	0	0	0	0	0
ENSG00000114796	8650	555	571	140	554	506	519	491	767
ENSG00000285619	696	0	0	0	0	0	0	0	0
ENSG00000136514	1501	43	27	4	61	51	41	48	75
ENSG00000285938	1144	1	0	0	0	2	1	0	1
ENSG00000243944	1032	1	0	0	0	0	0	1	0
ENSG00000244503	1336	99	101	32	77	65	57	63	110
ENSG00000241313	2624	1	3	1	1	0	0	0	1
ENSG00000225742	3502	0	0	0	0	0	0	0	0
ENSG00000144730	9561	5	5	0	5	5	1	3	6
ENSG00000138246	9630	932	1049	232	1014	991	927	878	1577
ENSG00000244327	765	2	2	1	1	1	1	2	5
ENSG00000241101	496	0	0	0	0	0	0	0	0
ENSG00000275163	1391	0	0	0	0	0	0	0	0
ENSG00000241671	567	0	0	0	0	0	0	0	0
ENSG00000236297	924	1	0	0	0	0	0	0	0
ENSG00000242017	794	14	10	1	13	10	13	10	10
ENSG00000223986	323	0	0	0	0	0	0	0	1
ENSG00000113924	2682	2296	1817	345	2090	2374	1923	2347	3614
ENSG00000242536	1805	0	0	0	0	0	0	0	0
ENSG00000230115	479	0	0	0	0	0	0	0	0
ENSG00000163389	7072	90	78	15	90	100	77	75	131
ENSG00000179170	1015	0	0	0	0	0	0	0	0
ENSG00000155890	2514	0	0	0	0	0	0	0	0
ENSG00000058866	10975	30	29	2	30	34	24	29	52
ENSG00000172578	10543	15	19	7	16	33	20	20	35
ENSG00000241231	7253	0	0	1	0	0	0	0	0
ENSG00000271413	146	0	0	0	0	0	0	0	0
ENSG00000230454	2625	8	5	1	10	4	6	3	10
ENSG00000260234	1329	0	0	0	0	0	0	0	0
ENSG00000228308	2400	0	0	0	0	0	0	0	0
ENSG00000230215	571	0	0	0	0	0	0	0	0
ENSG00000240875	3961	27	54	14	61	47	50	43	90
ENSG00000241947	1046	0	0	0	0	0	0	0	0
ENSG00000239926	747	0	0	0	0	0	0	0	0
ENSG00000174912	1045	1	3	0	2	5	1	0	7
ENSG00000163638	10680	56	37	17	77	67	56	48	94
ENSG00000234594	193	0	0	0	0	0	0	0	0
ENSG00000176597	8125	374	366	72	538	477	470	437	813
ENSG00000240048	2193	0	0	0	0	0	0	0	4
ENSG00000234805	1834	0	0	0	0	0	0	0	0
ENSG00000224187	1713	0	0	0	0	0	0	0	0
ENSG00000173905	4584	1005	987	132	1017	1098	962	1081	1743
ENSG00000229863	582	0	0	0	1	0	0	0	0
ENSG00000235897	2136	2	1	0	1	0	2	1	6
ENSG00000244265	4076	2	0	1	2	1	3	2	3
ENSG00000224049	778	0	0	0	0	0	0	0	0
ENSG00000240596	538	0	0	0	0	0	0	0	0
ENSG00000238031	464	0	0	0	0	0	0	0	0
ENSG00000230077	832	2	1	0	1	1	0	0	1
ENSG00000152492	9183	2217	2053	385	2069	2157	1683	1861	3240
ENSG00000114315	2059	379	326	40	259	337	218	208	392
ENSG00000175066	12143	120	112	32	134	131	114	110	223
ENSG00000213123	1246	10	3	2	5	6	7	7	18
ENSG00000286086	1565	2	0	1	0	1	1	1	2
ENSG00000113790	4651	4062	3927	700	3648	3626	3669	3790	5977
ENSG00000241770	320	3	6	3	0	7	0	6	1
ENSG00000261826	2709	0	0	0	0	0	0	0	0
ENSG00000286624	1532	0	0	0	0	0	0	0	0
ENSG00000198491	2674	0	0	0	0	0	0	0	0
ENSG00000240541	2330	0	2	0	2	1	4	1	1
ENSG00000163959	5263	340	311	68	279	252	245	263	460
ENSG00000280270	1749	0	0	0	0	0	0	0	0
ENSG00000236489	299	0	1	0	1	1	0	0	1
ENSG00000239381	1651	1	0	0	0	0	0	0	0
ENSG00000145191	7203	463	421	72	479	474	426	491	799
ENSG00000051382	7841	747	772	147	697	674	672	691	1275
ENSG00000228271	2451	1	0	0	0	0	0	0	0
ENSG00000235126	558	0	1	1	0	0	0	0	0
ENSG00000144736	5833	113	111	9	158	124	105	91	197
ENSG00000214146	2937	2	1	0	2	2	2	4	5
ENSG00000225058	427	1	1	0	0	0	0	0	1
ENSG00000198471	1346	1	0	0	0	0	0	0	0
ENSG00000233308	865	8	10	0	10	7	12	5	11
ENSG00000236864	153	0	0	0	0	0	0	0	0
ENSG00000230401	553	1	0	0	1	1	0	0	0
ENSG00000276407	1305	0	2	0	0	1	0	1	1
ENSG00000244541	1719	0	0	0	0	0	0	0	1
ENSG00000228952	246	0	0	0	0	0	0	0	0
ENSG00000161217	7967	729	677	142	808	776	665	742	1266
ENSG00000243861	279	0	0	0	0	0	0	0	0
ENSG00000233987	2733	0	0	0	0	0	0	0	0
ENSG00000232874	430	1	1	0	0	1	0	2	2
ENSG00000186001	12639	247	238	68	233	251	219	278	422
ENSG00000241879	268	0	0	0	0	0	0	0	0
ENSG00000174013	5976	129	144	27	130	128	98	92	215
ENSG00000163915	3415	0	0	0	0	0	0	0	0
ENSG00000237418	155	0	0	0	0	0	0	0	0
ENSG00000197099	11099	20	12	2	13	12	21	26	41
ENSG00000235943	470	0	0	0	0	0	0	0	0
ENSG00000226345	201	0	0	0	0	0	0	0	0
ENSG00000244706	1445	0	0	0	0	0	0	0	0
ENSG00000279891	2270	2	6	6	4	2	0	1	5
ENSG00000225770	171	0	0	0	0	1	0	0	0
ENSG00000113916	5936	386	358	84	265	246	269	227	451
ENSG00000163872	10232	179	181	58	200	181	176	202	341
ENSG00000163904	7102	386	418	69	380	331	354	331	610
ENSG00000161267	11814	1083	1182	207	808	739	829	918	1394
ENSG00000127252	1166	0	0	1	1	0	0	0	0
ENSG00000253548	294	0	0	0	0	0	0	0	0
ENSG00000237167	626	1	0	0	0	0	0	0	0
ENSG00000238043	566	0	0	0	0	0	0	0	0
ENSG00000236412	1008	2	1	0	0	1	0	1	1
ENSG00000283175	1973	3	1	0	1	3	0	3	1
ENSG00000229912	600	0	0	1	0	0	0	2	0
ENSG00000229964	406	0	0	0	0	0	0	0	1
ENSG00000230102	10693	2	8	1	4	3	6	3	8
ENSG00000225822	386	0	0	0	0	0	0	0	2
ENSG00000287073	541	0	0	0	0	0	0	0	0
ENSG00000163961	5347	276	304	65	238	210	224	241	426
ENSG00000273331	964	0	0	0	0	1	0	1	0
ENSG00000228028	429	0	0	0	0	0	0	0	0
ENSG00000286661	3616	0	0	0	0	0	0	0	0
ENSG00000272989	1725	24	20	6	13	9	21	14	24
ENSG00000234238	1445	0	0	0	0	0	0	0	0
ENSG00000163958	2429	0	3	1	3	4	3	3	11
ENSG00000239706	596	0	0	0	0	0	0	0	0
ENSG00000163900	8668	385	368	56	421	430	418	434	720
ENSG00000180611	3063	2	6	1	13	11	5	4	11
ENSG00000223812	9652	0	0	0	0	0	0	0	0
ENSG00000224563	494	0	0	0	1	0	0	0	0
ENSG00000225240	60	0	0	0	0	0	0	0	0
ENSG00000090530	5573	2	1	0	2	2	0	2	3
ENSG00000287206	1298	0	0	0	0	0	0	1	0
ENSG00000273013	594	0	0	0	1	1	0	1	2
ENSG00000185798	1797	40	33	9	47	49	43	57	74
ENSG00000283765	3058	0	1	0	0	0	1	0	2
ENSG00000272741	708	0	0	0	0	0	0	0	0
ENSG00000188001	9538	29	23	5	16	18	11	16	26
ENSG00000237222	10117	0	0	0	0	0	0	0	0
ENSG00000236508	476	0	0	0	0	0	0	0	0
ENSG00000214147	1209	0	0	0	0	0	0	0	0
ENSG00000243518	840	0	0	0	1	0	0	0	0
ENSG00000163960	11247	254	261	71	246	213	235	238	372
ENSG00000242152	947	0	0	0	0	0	0	0	0
ENSG00000244268	323	0	2	0	0	1	0	0	1
ENSG00000240477	728	0	0	0	0	0	0	0	0
ENSG00000181092	4599	0	0	0	0	0	0	0	0
ENSG00000127249	8988	0	0	0	2	5	3	4	3
ENSG00000239508	1308	0	0	0	0	0	0	0	0
ENSG00000242925	408	0	0	0	0	0	0	0	0
ENSG00000237483	445	0	0	0	0	0	0	0	0
ENSG00000224403	655	0	0	0	0	0	0	0	1
ENSG00000239212	853	0	0	0	0	0	0	0	0
ENSG00000205835	3962	21	12	3	8	9	7	19	29
ENSG00000214097	1846	0	0	0	0	0	0	0	0
ENSG00000214919	1585	0	0	0	0	0	0	0	0
ENSG00000227971	140	0	0	0	0	0	0	0	0
ENSG00000241307	601	0	0	0	0	0	0	0	0
ENSG00000240601	532	0	0	0	0	0	0	0	0
ENSG00000243584	2426	0	0	0	0	0	0	0	0
ENSG00000244405	5773	71	91	11	95	87	95	90	162
ENSG00000174928	2061	18	24	3	12	19	18	10	20
ENSG00000249725	384	0	0	0	0	0	0	0	0
ENSG00000181467	8402	494	493	114	428	429	376	458	726
ENSG00000213358	945	0	0	0	0	0	0	0	0
ENSG00000284952	3746	0	0	0	0	0	0	0	1
ENSG00000243321	1967	0	0	0	0	0	0	0	0
ENSG00000234197	560	0	0	0	0	0	0	0	0
ENSG00000271682	351	0	0	0	0	0	0	0	0
ENSG00000286317	962	0	0	0	0	0	0	0	0
ENSG00000243033	999	0	0	0	0	0	0	0	0
ENSG00000182580	4530	0	2	0	0	0	0	0	0
ENSG00000243759	1107	0	2	0	0	1	2	1	3
ENSG00000232130	526	0	0	0	0	0	0	0	0
ENSG00000239263	1081	0	0	0	0	0	0	0	0
ENSG00000286856	453	0	0	0	0	2	0	1	2
ENSG00000163898	4097	135	115	18	162	171	142	170	304
ENSG00000163577	5541	134	111	22	115	93	99	106	175
ENSG00000242522	503	3	0	0	0	4	1	1	4
ENSG00000228804	717	0	0	0	0	0	0	0	1
ENSG00000236229	1541	0	0	0	0	0	0	0	0
ENSG00000153283	5621	3	7	0	7	5	3	3	8
ENSG00000239661	493	0	0	0	0	0	0	0	0
ENSG00000163714	11297	660	590	128	661	600	564	567	956
ENSG00000252017	104	0	0	0	0	0	0	0	0
ENSG00000223040	279	0	0	0	0	0	0	0	0
ENSG00000253081	120	0	0	0	0	0	0	0	0
ENSG00000207815	79	0	0	0	0	0	0	0	0
ENSG00000207163	107	0	0	0	0	0	0	0	0
ENSG00000263988	298	0	0	0	0	0	0	0	0
ENSG00000244169	296	0	0	0	0	0	0	0	0
ENSG00000271898	84	0	0	0	0	0	0	0	0
ENSG00000266745	77	0	0	0	0	0	0	1	0
ENSG00000212269	104	0	0	0	0	0	0	0	0
ENSG00000206728	104	0	2	0	0	0	0	0	0
ENSG00000281863	138	0	0	0	0	0	0	0	0
ENSG00000199815	126	0	0	0	0	0	0	0	0
ENSG00000238912	102	0	0	0	0	0	0	0	0
ENSG00000199927	217	0	0	0	0	0	0	0	0
ENSG00000201545	123	0	0	0	0	0	0	0	0
ENSG00000199577	106	0	0	0	0	0	0	0	0
ENSG00000283885	65	0	0	0	0	0	0	0	0
ENSG00000265376	84	0	0	0	0	0	0	0	0
ENSG00000276147	107	0	0	0	0	0	1	0	0
ENSG00000281710	216	0	0	0	0	0	0	0	0
ENSG00000206807	113	0	0	0	0	0	0	0	0
ENSG00000199609	110	0	0	0	0	0	0	0	0
ENSG00000212442	107	0	0	0	0	0	0	0	0
ENSG00000275090	299	0	0	1	0	0	1	0	0
ENSG00000222983	133	0	0	0	0	0	0	0	0
ENSG00000202175	116	1	0	0	0	0	0	0	0
ENSG00000201315	330	0	0	0	0	0	0	0	0
ENSG00000252700	62	0	0	0	0	0	0	0	0
ENSG00000207625	84	0	0	0	0	0	0	0	0
ENSG00000206645	102	0	0	0	1	0	0	0	0
ENSG00000199514	107	0	0	0	0	0	0	0	0
ENSG00000202268	212	0	0	0	0	0	0	0	0
ENSG00000252562	99	0	0	0	0	0	0	0	0
ENSG00000239105	63	0	0	0	0	0	0	0	0
ENSG00000210181	126	0	0	0	0	0	0	0	0
ENSG00000272543	84	0	0	0	0	0	0	0	0
ENSG00000252980	100	0	0	0	0	0	0	0	0
ENSG00000200222	213	0	0	0	0	0	0	0	0
ENSG00000283298	64	0	0	0	0	0	0	0	0
ENSG00000252828	125	0	0	0	0	0	0	0	0
ENSG00000244632	296	0	0	0	0	0	0	0	0
ENSG00000252449	110	0	0	0	0	0	0	0	0
ENSG00000252301	96	0	0	0	0	0	0	0	0
ENSG00000243957	300	0	0	0	0	0	0	0	0
ENSG00000252937	108	0	0	0	0	0	0	0	0
ENSG00000276890	283	0	0	0	0	0	0	0	0
ENSG00000239119	63	0	0	0	0	0	0	0	0
ENSG00000277592	277	0	0	0	0	0	0	0	0
ENSG00000223247	191	0	0	0	0	0	0	0	0
ENSG00000252420	103	0	0	0	0	0	0	0	0
ENSG00000238959	66	0	0	0	0	0	0	0	0
ENSG00000281426	66	0	0	0	0	0	0	0	0
ENSG00000212211	217	0	1	0	1	0	0	0	0
ENSG00000252184	211	0	0	0	0	0	0	0	0
ENSG00000283894	96	0	0	0	0	0	0	0	0
ENSG00000222934	343	0	0	0	0	0	0	0	0
ENSG00000202322	119	0	0	0	0	0	0	0	0
ENSG00000283367	160	0	0	0	0	0	0	0	0
ENSG00000212340	103	0	0	0	0	0	0	0	0
ENSG00000239250	295	0	0	0	0	0	0	0	0
ENSG00000207316	119	0	0	0	0	0	0	0	0
ENSG00000206939	103	0	0	0	0	0	0	0	0
ENSG00000212598	212	0	0	0	0	0	0	0	0
ENSG00000240964	284	0	0	0	0	0	0	0	0
ENSG00000200703	107	0	0	0	0	0	0	0	0
ENSG00000265193	83	0	0	0	0	0	0	0	0
ENSG00000265355	78	0	0	0	1	1	0	0	0
ENSG00000222389	189	0	0	0	0	0	0	0	0
ENSG00000266396	84	0	0	0	0	0	0	0	0
ENSG00000222574	295	0	0	0	0	0	0	0	0
ENSG00000275108	63	0	0	0	0	0	0	0	0
ENSG00000251773	104	0	0	0	0	0	0	0	0
ENSG00000265328	84	0	0	0	0	0	0	0	0
ENSG00000264897	85	0	0	0	0	0	0	0	0
ENSG00000252889	99	0	0	0	0	0	0	0	0
ENSG00000207954	99	0	0	0	0	0	0	0	0
ENSG00000221206	121	0	0	0	0	0	0	0	0
