GeneID_mouse	GeneSymbol_mouse	GeneID_macaque	GeneSymbol_macaque
ENSMUSG00000066151	Fkbp15	ENSMFAG00000029994	FKBP15
ENSMUSG00000023019	Gpd1	ENSMFAG00000031489	
ENSMUSG00000037826	Ppm1k	ENSMFAG00000030885	PPM1K
ENSMUSG00000090553	Snrpe	ENSMFAG00000031114	
ENSMUSG00000030729	Pgm2l1	ENSMFAG00000031326	PGM2L1
ENSMUSG00000057858	Fam204a	ENSMFAG00000031620	FAM204A
ENSMUSG00000031517	Gpm6a	ENSMFAG00000030986	
ENSMUSG00000039662	Icmt	ENSMFAG00000031889	ICMT
ENSMUSG00000032598	Nckipsd	ENSMFAG00000031042	NCKIPSD
ENSMUSG00000021025	Nfkbia	ENSMFAG00000017605	
ENSMUSG00000054720	Lrrc8c	ENSMFAG00000031732	LRRC8C
ENSMUSG00000028252	Ccnc	ENSMFAG00000030903	CCNC
ENSMUSG00000040464	Gtpbp10	ENSMFAG00000020045	GTPBP10
ENSMUSG00000028494	Plin2	ENSMFAG00000028805	
ENSMUSG00000057388	Mrpl18	ENSMFAG00000017689	
ENSMUSG00000029649	Pomp	ENSMFAG00000025369	
ENSMUSG00000042772	Smg7	ENSMFAG00000031653	SMG7
ENSMUSG00000030647	Ndufc2	ENSMFAG00000030802	
ENSMUSG00000021428	Riok1	ENSMFAG00000029990	
ENSMUSG00000002870	Mcm2	ENSMFAG00000021368	MCM2
ENSMUSG00000031505	Naxd	ENSMFAG00000031500	NAXD
ENSMUSG00000023973	Cnpy3	ENSMFAG00000030669	CNPY3
ENSMUSG00000041491	Cep78	ENSMFAG00000023050	CEP78
ENSMUSG00000065954	Tacc1	ENSMFAG00000031600	TACC1
ENSMUSG00000027173	Depdc7	ENSMFAG00000030758	DEPDC7
ENSMUSG00000024592	C330018D20Rik	ENSMFAG00000030862	
ENSMUSG00000020056	Washc3	ENSMFAG00000016561	WASHC3
ENSMUSG00000026981	Il1rn	ENSMFAG00000031381	
ENSMUSG00000072949	Acot1	ENSMFAG00000031617	
ENSMUSG00000027663	Zmat3	ENSMFAG00000021292	ZMAT3
ENSMUSG00000042569	Dhrs7b	ENSMFAG00000027901	DHRS7B
ENSMUSG00000029657	Hsph1	ENSMFAG00000018638	HSPH1
ENSMUSG00000029910	Mad2l1	ENSMFAG00000025170	
ENSMUSG00000029910	Mad2l1	ENSMFAG00000029945	
ENSMUSG00000044533	Rps2	ENSMFAG00000017407	
ENSMUSG00000044533	Rps2	ENSMFAG00000023443	
ENSMUSG00000044533	Rps2	ENSMFAG00000030874	
ENSMUSG00000044533	Rps2	ENSMFAG00000031902	
ENSMUSG00000042216	Sgsm1	ENSMFAG00000020092	SGSM1
ENSMUSG00000046727	Cystm1	ENSMFAG00000030823	CYSTM1
ENSMUSG00000050777	Tmem37	ENSMFAG00000028075	TMEM37
ENSMUSG00000044676	Zfp612	ENSMFAG00000028694	ZNF23
ENSMUSG00000022844	Pdia5	ENSMFAG00000030776	PDIA5
ENSMUSG00000060377	Rpl36a-ps1	ENSMFAG00000030155	
ENSMUSG00000030717	Nupr1	ENSMFAG00000027741	NUPR1
ENSMUSG00000068011	Mkrn2os	ENSMFAG00000031892	MKRN2OS
ENSMUSG00000019470	Xab2	ENSMFAG00000029553	XAB2
ENSMUSG00000018199	Ro60	ENSMFAG00000016020	
ENSMUSG00000042207	Kdm5b	ENSMFAG00000017880	KDM5B
ENSMUSG00000031529	Tnks	ENSMFAG00000029976	TNKS
ENSMUSG00000038095	Sbno1	ENSMFAG00000031429	SBNO1
ENSMUSG00000015396	Cd83	ENSMFAG00000030839	CD83
ENSMUSG00000041685	Fcho2	ENSMFAG00000030926	FCHO2
ENSMUSG00000057074	Ces1g	ENSMFAG00000031843	
ENSMUSG00000039016	Timm8b	ENSMFAG00000028218	
ENSMUSG00000024217	Snrpc	ENSMFAG00000030525	
ENSMUSG00000074476	Spc24	ENSMFAG00000030716	SPC24
ENSMUSG00000027082	Tfpi	ENSMFAG00000016490	TFPI
ENSMUSG00000060671	Atp8b2	ENSMFAG00000025147	ATP8B2
ENSMUSG00000059291	Rpl11	ENSMFAG00000017384	RPL11
ENSMUSG00000024998	Plce1	ENSMFAG00000020572	PLCE1
ENSMUSG00000107705	Gm45062	ENSMFAG00000019049	UMAD1
ENSMUSG00000078713	Tomm5	ENSMFAG00000027916	
ENSMUSG00000027210	Meis2	ENSMFAG00000024718	MEIS2
ENSMUSG00000025025	Mxi1	ENSMFAG00000030475	MXI1
ENSMUSG00000071176	Arhgef10	ENSMFAG00000016956	ARHGEF10
ENSMUSG00000021024	Psma6	ENSMFAG00000026595	
ENSMUSG00000022323	Rida	ENSMFAG00000028633	RIDA
ENSMUSG00000047866	Lonp2	ENSMFAG00000029975	LONP2
ENSMUSG00000022428	Cby1	ENSMFAG00000031477	
ENSMUSG00000031706	Rfx1	ENSMFAG00000031642	RFX1
ENSMUSG00000031352	Hccs	ENSMFAG00000030584	HCCS
ENSMUSG00000022100	Xpo7	ENSMFAG00000030886	XPO7
ENSMUSG00000031848	Lsm4	ENSMFAG00000031194	LSM4
ENSMUSG00000093789	Methig1	ENSMFAG00000031547	METTL7A
ENSMUSG00000030759	Far1	ENSMFAG00000030960	
ENSMUSG00000025026	Add3	ENSMFAG00000031457	ADD3
ENSMUSG00000031504	Rab20	ENSMFAG00000031176	RAB20
ENSMUSG00000007850	Hnrnph1	ENSMFAG00000028267	HNRNPH1
ENSMUSG00000060600	Eno3	ENSMFAG00000030756	ENO3
ENSMUSG00000020661	Dnmt3a	ENSMFAG00000031180	DNMT3A
ENSMUSG00000037270	4932438A13Rik	ENSMFAG00000030541	KIAA1109
ENSMUSG00000031292	Cdkl5	ENSMFAG00000030921	CDKL5
ENSMUSG00000038406	Scaf1	ENSMFAG00000031020	SCAF1
ENSMUSG00000046351	Zfp322a	ENSMFAG00000017291	
ENSMUSG00000089722	Cd300ld5	ENSMFAG00000030780	CD300LF
ENSMUSG00000032431	Crtap	ENSMFAG00000017424	CRTAP
ENSMUSG00000025577	Cbx2	ENSMFAG00000031823	CBX2
ENSMUSG00000004849	Ap1s1	ENSMFAG00000030473	AP1S1
ENSMUSG00000022561	Gpaa1	ENSMFAG00000024125	GPAA1
ENSMUSG00000029097	Trmt44	ENSMFAG00000025459	TRMT44
ENSMUSG00000047228	A2ml1	ENSMFAG00000031798	
ENSMUSG00000021508	Cxcl14	ENSMFAG00000031860	CXCL14
ENSMUSG00000110185	Igip	ENSMFAG00000018295	IGIP
ENSMUSG00000029188	Slc34a2	ENSMFAG00000020407	SLC34A2
ENSMUSG00000025794	Rpl14	ENSMFAG00000030186	
ENSMUSG00000005667	Mthfd2	ENSMFAG00000030517	
ENSMUSG00000027828	Ssr3	ENSMFAG00000028726	
ENSMUSG00000064120	Mocs1	ENSMFAG00000030647	MOCS1
ENSMUSG00000028581	Laptm5	ENSMFAG00000022085	
ENSMUSG00000005161	Prdx2	ENSMFAG00000031614	
ENSMUSG00000115338	Pnp	ENSMFAG00000024766	
ENSMUSG00000037351	Actr1b	ENSMFAG00000028601	ACTR1B
ENSMUSG00000039763	Dnajc28	ENSMFAG00000030067	DNAJC28
ENSMUSG00000003421	Nosip	ENSMFAG00000031153	
ENSMUSG00000023707	Ogfod2	ENSMFAG00000030315	OGFOD2
ENSMUSG00000063146	Clip2	ENSMFAG00000030296	CLIP2
ENSMUSG00000029386	Tctn2	ENSMFAG00000031900	TCTN2
ENSMUSG00000060981	Hist1h4h	ENSMFAG00000030821	
ENSMUSG00000022529	Zfp263	ENSMFAG00000031121	ZNF263
ENSMUSG00000041712	Ubr7	ENSMFAG00000018470	
ENSMUSG00000043154	Ppp2r3a	ENSMFAG00000022133	PPP2R3A
ENSMUSG00000036104	Rab3gap1	ENSMFAG00000026109	RAB3GAP1
ENSMUSG00000025190	Got1	ENSMFAG00000030230	
ENSMUSG00000019362	D8Ertd738e	ENSMFAG00000030690	
ENSMUSG00000026377	Nifk	ENSMFAG00000031270	NIFK
ENSMUSG00000041439	Mfsd6	ENSMFAG00000030599	MFSD6
ENSMUSG00000027474	Ccm2l	ENSMFAG00000029757	CCM2L
ENSMUSG00000030695	Aldoa	ENSMFAG00000031476	
ENSMUSG00000035561	Aldh1b1	ENSMFAG00000018664	ALDH1B1
ENSMUSG00000030323	Ift122	ENSMFAG00000030257	IFT122
ENSMUSG00000045180	Shroom2	ENSMFAG00000031091	SHROOM2
ENSMUSG00000041773	Enc1	ENSMFAG00000030568	ENC1
ENSMUSG00000046169	Adamts6	ENSMFAG00000030204	ADAMTS6
ENSMUSG00000039989	Cbx4	ENSMFAG00000030753	CBX4
ENSMUSG00000043702	Pde12	ENSMFAG00000030966	PDE12
ENSMUSG00000036810	Cnep1r1	ENSMFAG00000027660	
ENSMUSG00000045319	Proser2	ENSMFAG00000030660	PROSER2
ENSMUSG00000021876	Rnase4	ENSMFAG00000023531	RNASE4
ENSMUSG00000022629	Kif21a	ENSMFAG00000017477	KIF21A
ENSMUSG00000019232	Etnppl	ENSMFAG00000031575	ETNPPL
ENSMUSG00000054793	Cadm4	ENSMFAG00000030356	CADM4
ENSMUSG00000040820	Hlcs	ENSMFAG00000031411	HLCS
ENSMUSG00000039828	Wdr70	ENSMFAG00000030910	WDR70
ENSMUSG00000025903	Lypla1	ENSMFAG00000029814	
ENSMUSG00000110136	Gm45785	ENSMFAG00000030741	BET1L
ENSMUSG00000017837	Nkiras2	ENSMFAG00000031841	
ENSMUSG00000019978	Epb41l2	ENSMFAG00000025691	EPB41L2
ENSMUSG00000038990	Cables2	ENSMFAG00000016607	CABLES2
ENSMUSG00000022517	Mgrn1	ENSMFAG00000031206	MGRN1
ENSMUSG00000040721	Zfhx2	ENSMFAG00000024524	ZFHX2
ENSMUSG00000019945	Cabcoco1	ENSMFAG00000031452	CABCOCO1
ENSMUSG00000044646	Zbtb7c	ENSMFAG00000031667	ZBTB7C
ENSMUSG00000011752	Pgam1	ENSMFAG00000031810	
ENSMUSG00000017802	Retreg3	ENSMFAG00000031382	
ENSMUSG00000026753	Ppp6c	ENSMFAG00000030045	
ENSMUSG00000002981	Clptm1	ENSMFAG00000030269	CLPTM1
ENSMUSG00000031458	Coprs	ENSMFAG00000030359	COPRS
ENSMUSG00000003316	Glg1	ENSMFAG00000020124	GLG1
ENSMUSG00000038150	Ormdl3	ENSMFAG00000028235	ORMDL3
ENSMUSG00000036752	Tubb4b	ENSMFAG00000021762	
ENSMUSG00000040688	Tbl3	ENSMFAG00000030302	TBL3
ENSMUSG00000043131	Mob1a	ENSMFAG00000018720	
ENSMUSG00000031596	Slc7a2	ENSMFAG00000030671	SLC7A2
ENSMUSG00000062866	Phactr2	ENSMFAG00000015323	PHACTR2
ENSMUSG00000070473	Cldn3	ENSMFAG00000027523	CLDN3
ENSMUSG00000021759	Plpp1	ENSMFAG00000030691	PLPP1
ENSMUSG00000042712	Tceal9	ENSMFAG00000030549	TCEAL9
ENSMUSG00000043602	Zfp3	ENSMFAG00000029855	ZFP3
ENSMUSG00000020705	Ddx42	ENSMFAG00000031356	DDX42
ENSMUSG00000071072	Ptges3	ENSMFAG00000031266	
ENSMUSG00000028654	Mycl	ENSMFAG00000029625	MYCL
ENSMUSG00000033166	Dis3	ENSMFAG00000027055	DIS3
ENSMUSG00000017466	Timp2	ENSMFAG00000031465	TIMP2
ENSMUSG00000056487	Mettl7a2	ENSMFAG00000031547	METTL7A
ENSMUSG00000024131	Slc3a1	ENSMFAG00000030088	SLC3A1
ENSMUSG00000038781	Stap2	ENSMFAG00000030521	STAP2
ENSMUSG00000059475	Zfp426	ENSMFAG00000030946	ZNF426
ENSMUSG00000038387	Rras	ENSMFAG00000029942	RRAS
ENSMUSG00000023079	Gtf2ird1	ENSMFAG00000030668	GTF2IRD1
ENSMUSG00000042380	Smim12	ENSMFAG00000030078	SMIM12
ENSMUSG00000032860	P2ry2	ENSMFAG00000030156	P2RY2
ENSMUSG00000057113	Npm1	ENSMFAG00000031214	
ENSMUSG00000042439	Zfp532	ENSMFAG00000026367	ZNF532
ENSMUSG00000044894	Uqcrq	ENSMFAG00000029980	UQCRQ
ENSMUSG00000095304	Plac9a	ENSMFAG00000026512	PLAC9
ENSMUSG00000031878	Nae1	ENSMFAG00000030456	
ENSMUSG00000053560	Ier2	ENSMFAG00000028152	IER2
ENSMUSG00000036864	Proser3	ENSMFAG00000031526	PROSER3
ENSMUSG00000042642	Flad1	ENSMFAG00000027670	FLAD1
ENSMUSG00000036299	BC031181	ENSMFAG00000030546	C18orf32
ENSMUSG00000003346	Abhd17a	ENSMFAG00000031369	ABHD17A
ENSMUSG00000026553	Copa	ENSMFAG00000031873	COPA
ENSMUSG00000029482	Aacs	ENSMFAG00000028497	
ENSMUSG00000020604	Arsg	ENSMFAG00000018643	ARSG
ENSMUSG00000040712	Camta2	ENSMFAG00000031758	CAMTA2
ENSMUSG00000022848	Slc49a4	ENSMFAG00000030019	
ENSMUSG00000030795	Fus	ENSMFAG00000031794	
ENSMUSG00000102627	Snurf	ENSMFAG00000023168	
ENSMUSG00000054452	Tle5	ENSMFAG00000031277	
ENSMUSG00000003279	Dlgap1	ENSMFAG00000031490	DLGAP1
ENSMUSG00000000711	Rab5b	ENSMFAG00000029992	
ENSMUSG00000026956	Uap1l1	ENSMFAG00000031392	UAP1L1
ENSMUSG00000050705	2310061I04Rik	ENSMFAG00000030434	C6orf136
ENSMUSG00000114279	Hist1h2bm	ENSMFAG00000028437	HIST1H2BD
ENSMUSG00000057497	Fam136a	ENSMFAG00000017546	
ENSMUSG00000028756	Pink1	ENSMFAG00000025542	
ENSMUSG00000026924	Sec16a	ENSMFAG00000031567	SEC16A
ENSMUSG00000037965	Zc3h7a	ENSMFAG00000031501	ZC3H7A
ENSMUSG00000032458	Copb2	ENSMFAG00000030752	
ENSMUSG00000019916	P4ha1	ENSMFAG00000030507	P4HA1
ENSMUSG00000009585	Apobec3	ENSMFAG00000031827	APOBEC3H
ENSMUSG00000027562	Car2	ENSMFAG00000027151	
ENSMUSG00000090733	Rps27	ENSMFAG00000027483	
ENSMUSG00000028245	Nsmaf	ENSMFAG00000031537	
ENSMUSG00000032314	Etfa	ENSMFAG00000018597	
ENSMUSG00000008384	Sertad1	ENSMFAG00000030367	SERTAD1
ENSMUSG00000028907	Utp11	ENSMFAG00000030442	UTP11
ENSMUSG00000005973	Rcn1	ENSMFAG00000025764	
ENSMUSG00000005973	Rcn1	ENSMFAG00000029569	
ENSMUSG00000021484	Lman2	ENSMFAG00000031693	
ENSMUSG00000048878	Hexim1	ENSMFAG00000030480	HEXIM1
ENSMUSG00000020133	2310011J03Rik	ENSMFAG00000027143	C19orf25
ENSMUSG00000054385	Ceacam2	ENSMFAG00000024252	
ENSMUSG00000054385	Ceacam2	ENSMFAG00000031396	
ENSMUSG00000040952	Rps19	ENSMFAG00000030191	
ENSMUSG00000054939	Zfp174	ENSMFAG00000025850	ZNF174
ENSMUSG00000051469	Zfp24	ENSMFAG00000030811	ZNF24
ENSMUSG00000066072	Cyp4a10	ENSMFAG00000031654	
ENSMUSG00000058586	Serhl	ENSMFAG00000020523	
ENSMUSG00000028214	Gem	ENSMFAG00000028496	GEM
ENSMUSG00000027261	Hao1	ENSMFAG00000031518	HAO1
ENSMUSG00000028743	Akr7a5	ENSMFAG00000031590	AKR7L
ENSMUSG00000050088	1600012H06Rik	ENSMFAG00000028968	
ENSMUSG00000069609	Cd300ld4	ENSMFAG00000030780	CD300LF
ENSMUSG00000042496	Prdm10	ENSMFAG00000031008	PRDM10
ENSMUSG00000079563	Pglyrp2	ENSMFAG00000024296	PGLYRP2
ENSMUSG00000021710	Nln	ENSMFAG00000031704	NLN
ENSMUSG00000021765	Fst	ENSMFAG00000030825	FST
ENSMUSG00000022841	Ap2m1	ENSMFAG00000024802	
ENSMUSG00000017756	Slc12a7	ENSMFAG00000027549	SLC12A7
ENSMUSG00000055148	Klf2	ENSMFAG00000031244	
ENSMUSG00000015597	Zfp318	ENSMFAG00000019122	ZNF318
ENSMUSG00000091648	C2cd4d	ENSMFAG00000024463	C2CD4D
ENSMUSG00000018433	Nol11	ENSMFAG00000030117	NOL11
ENSMUSG00000003123	Lipe	ENSMFAG00000030784	
ENSMUSG00000020182	Ddc	ENSMFAG00000025021	
ENSMUSG00000045098	Kmt5b	ENSMFAG00000030851	KMT5B
ENSMUSG00000034075	Zdhhc5	ENSMFAG00000031545	ZDHHC5
ENSMUSG00000073676	Hspe1	ENSMFAG00000024197	
ENSMUSG00000032436	Cmtm7	ENSMFAG00000031701	CMTM7
ENSMUSG00000053801	Grwd1	ENSMFAG00000030565	GRWD1
ENSMUSG00000006344	Ggt5	ENSMFAG00000031287	
ENSMUSG00000033790	Tubgcp5	ENSMFAG00000031884	TUBGCP5
ENSMUSG00000004207	Psap	ENSMFAG00000031057	PSAP
ENSMUSG00000025133	Ints4	ENSMFAG00000020209	INTS4
ENSMUSG00000052957	Gas1	ENSMFAG00000027266	GAS1
ENSMUSG00000025591	Tma16	ENSMFAG00000025537	
ENSMUSG00000031668	Eif2ak3	ENSMFAG00000031720	EIF2AK3
ENSMUSG00000004070	Hmox2	ENSMFAG00000030777	
ENSMUSG00000032435	Dync1li1	ENSMFAG00000031574	DYNC1LI1
ENSMUSG00000049969	Plekhf2	ENSMFAG00000029559	PLEKHF2
ENSMUSG00000041303	Gtf3c3	ENSMFAG00000030899	GTF3C3
ENSMUSG00000037206	Islr	ENSMFAG00000019008	ISLR
ENSMUSG00000053553	3110082I17Rik	ENSMFAG00000031113	C7orf50
ENSMUSG00000048371	Pdp2	ENSMFAG00000028076	PDP2
ENSMUSG00000002748	Baz1b	ENSMFAG00000030535	BAZ1B
ENSMUSG00000025484	Bet1l	ENSMFAG00000030741	BET1L
ENSMUSG00000020397	Med7	ENSMFAG00000029781	MED7
ENSMUSG00000028713	Cyp4b1	ENSMFAG00000031207	CYP4B1
ENSMUSG00000028207	Asph	ENSMFAG00000031456	ASPH
ENSMUSG00000009406	Elk1	ENSMFAG00000015684	
ENSMUSG00000009406	Elk1	ENSMFAG00000029369	
ENSMUSG00000041528	Rnf123	ENSMFAG00000028385	RNF123
ENSMUSG00000047714	Ppp1r2	ENSMFAG00000029793	
ENSMUSG00000022035	Ccdc25	ENSMFAG00000017867	
ENSMUSG00000022035	Ccdc25	ENSMFAG00000031223	
ENSMUSG00000029502	Golga3	ENSMFAG00000015229	GOLGA3
ENSMUSG00000018474	Chd3	ENSMFAG00000020113	CHD3
ENSMUSG00000024369	Nelfe	ENSMFAG00000031089	
ENSMUSG00000096145	Vkorc1	ENSMFAG00000031581	
ENSMUSG00000040599	Mis12	ENSMFAG00000025370	
ENSMUSG00000051413	Plagl2	ENSMFAG00000018533	PLAGL2
ENSMUSG00000014245	Pigl	ENSMFAG00000016246	PIGL
ENSMUSG00000028232	Tmem68	ENSMFAG00000019904	TMEM68
ENSMUSG00000022174	Dad1	ENSMFAG00000029604	DAD1
ENSMUSG00000013878	Rnf170	ENSMFAG00000031570	RNF170
ENSMUSG00000020766	Galk1	ENSMFAG00000016278	GALK1
ENSMUSG00000038233	Gask1a	ENSMFAG00000031483	GASK1A
ENSMUSG00000078681	Tm2d3	ENSMFAG00000021961	TM2D3
ENSMUSG00000075054	Yae1d1	ENSMFAG00000030308	YAE1
ENSMUSG00000020376	Rnf130	ENSMFAG00000019863	RNF130
ENSMUSG00000029208	Guf1	ENSMFAG00000029386	GUF1
ENSMUSG00000026238	Ptma	ENSMFAG00000017373	
ENSMUSG00000026238	Ptma	ENSMFAG00000021756	
ENSMUSG00000026238	Ptma	ENSMFAG00000023387	
ENSMUSG00000047284	Neurl4	ENSMFAG00000026826	NEURL4
ENSMUSG00000032086	Bace1	ENSMFAG00000031386	BACE1
ENSMUSG00000023723	Mrps23	ENSMFAG00000031639	MRPS23
ENSMUSG00000043384	Gprasp1	ENSMFAG00000030887	GPRASP1
ENSMUSG00000042408	Zmym6	ENSMFAG00000031368	ZMYM6
ENSMUSG00000020589	Fam49a	ENSMFAG00000030486	FAM49A
ENSMUSG00000031107	Rbmx2	ENSMFAG00000024381	
ENSMUSG00000028330	Ncbp1	ENSMFAG00000030994	NCBP1
ENSMUSG00000000776	Polr3d	ENSMFAG00000029141	POLR3D
ENSMUSG00000059326	Csf2ra	ENSMFAG00000016007	
ENSMUSG00000070661	Rnf186	ENSMFAG00000030210	RNF186
ENSMUSG00000061288	Taok3	ENSMFAG00000017617	TAOK3
ENSMUSG00000038803	Ost4	ENSMFAG00000028862	OST4
ENSMUSG00000006378	Gcat	ENSMFAG00000031785	
ENSMUSG00000021591	Glrx	ENSMFAG00000030880	
ENSMUSG00000020257	Wdr82	ENSMFAG00000030812	
ENSMUSG00000036718	Micall2	ENSMFAG00000031555	MICALL2
ENSMUSG00000110206	Flt3l	ENSMFAG00000030996	FLT3LG
ENSMUSG00000025348	Itga7	ENSMFAG00000022956	ITGA7
ENSMUSG00000021413	Prpf4b	ENSMFAG00000018980	PRPF4B
ENSMUSG00000001288	Rarg	ENSMFAG00000016523	RARG
ENSMUSG00000024384	Iws1	ENSMFAG00000016975	IWS1
ENSMUSG00000022766	Serpind1	ENSMFAG00000031107	SERPIND1
ENSMUSG00000034563	Ccpg1	ENSMFAG00000031325	CCPG1
ENSMUSG00000045005	Fzd5	ENSMFAG00000016133	FZD5
ENSMUSG00000002733	Plekha3	ENSMFAG00000031192	PLEKHA3
ENSMUSG00000041477	Dcp1b	ENSMFAG00000028687	DCP1B
ENSMUSG00000029309	Sparcl1	ENSMFAG00000031337	SPARCL1
ENSMUSG00000022383	Ppara	ENSMFAG00000031738	PPARA
ENSMUSG00000034826	Nup54	ENSMFAG00000031205	NUP54
ENSMUSG00000028066	Pmf1	ENSMFAG00000031299	
ENSMUSG00000074071	Fam169b	ENSMFAG00000024628	FAM169B
ENSMUSG00000039637	Coro7	ENSMFAG00000031015	
ENSMUSG00000027650	Tti1	ENSMFAG00000030342	TTI1
ENSMUSG00000032376	Usp3	ENSMFAG00000016075	USP3
ENSMUSG00000025086	Trub1	ENSMFAG00000031767	TRUB1
ENSMUSG00000000168	Dlat	ENSMFAG00000029892	
ENSMUSG00000036632	Alg5	ENSMFAG00000019220	ALG5
ENSMUSG00000002546	Golga2	ENSMFAG00000031279	
ENSMUSG00000002546	Golga2	ENSMFAG00000031744	
ENSMUSG00000021144	Mta1	ENSMFAG00000031186	MTA1
ENSMUSG00000028010	Gar1	ENSMFAG00000024592	GAR1
ENSMUSG00000030035	Wbp1	ENSMFAG00000015518	WBP1
ENSMUSG00000089942	Pira2	ENSMFAG00000016124	LILRA4
ENSMUSG00000079083	Jrkl	ENSMFAG00000030353	JRKL
ENSMUSG00000049288	Lix1l	ENSMFAG00000031809	LIX1L
ENSMUSG00000031949	Adat1	ENSMFAG00000026786	
ENSMUSG00000105053	Gm43064	ENSMFAG00000020154	AP4B1
ENSMUSG00000092544	Gm20422	ENSMFAG00000022939	ZNF627
ENSMUSG00000022442	Ttll1	ENSMFAG00000031274	TTLL1
ENSMUSG00000024018	Ccdc167	ENSMFAG00000031363	CCDC167
ENSMUSG00000027905	Ddx20	ENSMFAG00000031755	DDX20
ENSMUSG00000027259	Adal	ENSMFAG00000026391	ADAL
ENSMUSG00000052146	Rps10	ENSMFAG00000028126	
ENSMUSG00000052146	Rps10	ENSMFAG00000030122	
ENSMUSG00000029650	Slc46a3	ENSMFAG00000030072	SLC46A3
ENSMUSG00000030382	Slc27a5	ENSMFAG00000029058	SLC27A5
ENSMUSG00000073678	Pgap1	ENSMFAG00000029122	PGAP1
ENSMUSG00000028233	Tgs1	ENSMFAG00000029838	TGS1
ENSMUSG00000027550	Lrrcc1	ENSMFAG00000025835	LRRCC1
ENSMUSG00000028850	Gpatch3	ENSMFAG00000030918	GPATCH3
ENSMUSG00000029467	Atp2a2	ENSMFAG00000030226	ATP2A2
ENSMUSG00000020178	Adora2a	ENSMFAG00000031796	ADORA2A
ENSMUSG00000040302	Rbm48	ENSMFAG00000029561	RBM48
ENSMUSG00000040302	Rbm48	ENSMFAG00000031159	
ENSMUSG00000048833	Slc39a9	ENSMFAG00000030713	SLC39A9
ENSMUSG00000051435	Fhad1	ENSMFAG00000030840	FHAD1
ENSMUSG00000028712	Cyp4a31	ENSMFAG00000031654	
ENSMUSG00000057400	Ces1c	ENSMFAG00000031843	
ENSMUSG00000028521	Slc35d1	ENSMFAG00000025789	SLC35D1
ENSMUSG00000056973	Ces1d	ENSMFAG00000031843	
ENSMUSG00000048920	Fkrp	ENSMFAG00000024011	FKRP
ENSMUSG00000078193	Gm2000	ENSMFAG00000029998	
ENSMUSG00000072704	Smim10l1	ENSMFAG00000030233	SMIM10L1
ENSMUSG00000053641	Dennd4a	ENSMFAG00000030601	DENND4A
ENSMUSG00000039994	Timeless	ENSMFAG00000030313	TIMELESS
ENSMUSG00000032413	Rasa2	ENSMFAG00000030557	RASA2
ENSMUSG00000011427	Zfp790	ENSMFAG00000031059	ZNF594
ENSMUSG00000024082	Ndufaf7	ENSMFAG00000031686	NDUFAF7
ENSMUSG00000049164	Zfp518a	ENSMFAG00000020976	ZNF518A
ENSMUSG00000024414	Mrpl27	ENSMFAG00000031691	
ENSMUSG00000028274	Rngtt	ENSMFAG00000030988	RNGTT
ENSMUSG00000021178	Psmc1	ENSMFAG00000020420	
ENSMUSG00000054619	Mettl7a1	ENSMFAG00000031547	METTL7A
ENSMUSG00000049235	Gm7324	ENSMFAG00000026353	
ENSMUSG00000019880	Rspo3	ENSMFAG00000031116	RSPO3
ENSMUSG00000016382	Pls3	ENSMFAG00000031185	PLS3
ENSMUSG00000029787	Avl9	ENSMFAG00000030881	AVL9
ENSMUSG00000064357	mt-Atp6	ENSMFAG00000020465	
ENSMUSG00000064357	mt-Atp6	ENSMFAG00000022270	
ENSMUSG00000064357	mt-Atp6	ENSMFAG00000030712	
ENSMUSG00000031765	Mt1	ENSMFAG00000030485	
ENSMUSG00000022601	Zbtb11	ENSMFAG00000031897	ZBTB11
ENSMUSG00000001707	Eef1e1	ENSMFAG00000025292	
ENSMUSG00000001419	Mef2d	ENSMFAG00000030808	MEF2D
ENSMUSG00000026782	Abi2	ENSMFAG00000031286	ABI2
ENSMUSG00000026273	Mterf4	ENSMFAG00000026775	MTERF4
ENSMUSG00000042524	Sun2	ENSMFAG00000021939	SUN2
ENSMUSG00000037885	Stk35	ENSMFAG00000017416	STK35
ENSMUSG00000037331	Larp1	ENSMFAG00000031651	LARP1
ENSMUSG00000021072	Tmx1	ENSMFAG00000027945	
ENSMUSG00000062683	Atp5g2	ENSMFAG00000030847	
ENSMUSG00000062683	Atp5g2	ENSMFAG00000031602	
ENSMUSG00000025436	Atp23	ENSMFAG00000031681	ATP23
ENSMUSG00000021871	Gm49342	ENSMFAG00000024766	
ENSMUSG00000098265	Gm27517	ENSMFAG00000029812	
ENSMUSG00000053317	Sec61b	ENSMFAG00000030645	
ENSMUSG00000031174	Rpgr	ENSMFAG00000024781	
ENSMUSG00000070425	Xntrpc	ENSMFAG00000029925	
ENSMUSG00000034007	Scaper	ENSMFAG00000030020	SCAPER
ENSMUSG00000026988	Wdsub1	ENSMFAG00000023412	WDSUB1
ENSMUSG00000004642	Slbp	ENSMFAG00000030130	SLBP
ENSMUSG00000020115	Tbk1	ENSMFAG00000031885	TBK1
ENSMUSG00000001285	Myg1	ENSMFAG00000031782	
ENSMUSG00000046792	Zfp787	ENSMFAG00000030245	ZNF787
ENSMUSG00000098134	Rnf113a2	ENSMFAG00000018472	RNF113A
ENSMUSG00000018334	Ksr1	ENSMFAG00000030004	KSR1
ENSMUSG00000041654	Slc39a11	ENSMFAG00000031162	SLC39A11
